carrier_mode,actual_ship,actual_delivery,carrier_posted_service_days,customer_distance,truckload_service_days,all_modes_goal_transit_days,actual_transit_days,otd_designation,load_id_pseudo,carrier_pseudo,origin_zip_3d,dest_zip_3d,ship_dow,ship_week,ship_month,ship_year,lane_zip3_pair,lane_id,distance_bucket
LTL,2022-07-11 16:17:00,2022-07-12 12:19:00,1.0,310,,1,1,On Time,711e260a3236,0e32a59c0c8e,172xx,064xx,0,28,7,2022,PA→CT,4c6e36718960,250-500
LTL,2022-07-11 16:18:00,2022-07-14 15:10:00,2.0,604,,2,3,Late,4d7e964871e7,0e32a59c0c8e,172xx,306xx,0,28,7,2022,172xx→306xx,44b6ed176561,500-1k
LTL,2022-07-11 16:29:00,2022-07-15 11:42:00,5.0,2073,,5,4,Delivered Early,86774b08567c,d29d021b03f6,980xx,750xx,0,28,7,2022,980xx→750xx,73f25041affe,2k+
LTL,2022-07-11 16:34:00,2022-07-19 11:44:00,6.0,2095,,6,6,On Time,c77df1a70577,5797a633da7c,441xx,890xx,0,28,7,2022,441xx→890xx,b780615154b6,2k+
LTL,2022-07-11 16:43:00,2022-07-13 13:59:00,2.0,900,,2,2,On Time,6f4d711519f3,5797a633da7c,605xx,750xx,0,28,7,2022,605xx→750xx,bce06d14678b,500-1k
LTL,2022-07-11 16:59:00,2022-07-12 16:37:00,1.0,22,,1,1,On Time,6bbf78d5ffc4,0e32a59c0c8e,857xx,856xx,0,28,7,2022,857xx→856xx,5f8a2f330f6d,0-100
Truckload,2022-07-11 17:00:00,2022-07-14 08:38:00,,975,2.0,2,3,Late,8aefcd4f26eb,a1f6e862ef0a,750xx,857xx,0,28,7,2022,750xx→857xx,316d5cb5cb70,500-1k
LTL,2022-07-11 17:00:00,2022-07-13 10:55:00,2.0,1044,,2,2,On Time,3309a45c64b6,0e32a59c0c8e,282xx,750xx,0,28,7,2022,282xx→750xx,10b94ecb276b,1k-2k
LTL,2022-07-11 17:17:00,2022-07-19 15:01:00,7.0,2439,,7,6,Delivered Early,9931e77a00fc,0e32a59c0c8e,441xx,932xx,0,28,7,2022,441xx→932xx,c6a3e44b7125,2k+
LTL,2022-07-11 17:17:00,2022-07-18 17:22:00,6.0,2516,,6,5,Delivered Early,29feae1f445e,0e32a59c0c8e,441xx,950xx,0,28,7,2022,441xx→950xx,1c966a2e3369,2k+
LTL,2022-07-11 17:17:00,2022-07-18 15:48:00,5.0,2390,,5,5,On Time,dbbc999d17c7,0e32a59c0c8e,441xx,956xx,0,28,7,2022,441xx→956xx,8c928419531d,2k+
LTL,2022-07-11 17:17:00,2022-07-18 12:49:00,5.0,2354,,5,5,On Time,99cd9be82a47,0e32a59c0c8e,441xx,977xx,0,28,7,2022,441xx→977xx,14471a1caaa5,2k+
LTL,2022-07-11 17:17:00,2022-07-18 11:00:00,5.0,2345,,5,5,On Time,fc11aa97aae4,0e32a59c0c8e,441xx,906xx,0,28,7,2022,OH→CA,5c2e02de7609,2k+
LTL,2022-07-11 17:17:00,2022-07-15 12:14:00,4.0,1367,,4,4,On Time,d484bf67d3dc,0e32a59c0c8e,441xx,786xx,0,28,7,2022,441xx→786xx,927a1e7f7b38,1k-2k
LTL,2022-07-11 17:17:00,2022-07-14 13:39:00,2.0,419,,2,3,Late,c4f3125ffa9c,0e32a59c0c8e,441xx,240xx,0,28,7,2022,441xx→240xx,aae69595f011,250-500
LTL,2022-07-11 17:17:00,2022-07-13 13:05:00,2.0,538,,2,2,On Time,57a5d542450a,0e32a59c0c8e,441xx,370xx,0,28,7,2022,441xx→370xx,fc2f98c6b522,500-1k
LTL,2022-07-11 17:17:00,2022-07-13 12:51:00,1.0,152,,1,2,Late,38fb0174b7dc,0e32a59c0c8e,441xx,156xx,0,28,7,2022,OH→PA,f8168e898540,100-250
LTL,2022-07-11 17:17:00,2022-07-13 12:48:00,3.0,924,,3,2,Delivered Early,52f260587e89,0e32a59c0c8e,441xx,571xx,0,28,7,2022,441xx→571xx,22912fc78297,500-1k
LTL,2022-07-11 17:17:00,2022-07-13 12:37:00,2.0,792,,2,2,On Time,8ec0249dbe25,0e32a59c0c8e,441xx,641xx,0,28,7,2022,441xx→641xx,c36f770385e4,500-1k
LTL,2022-07-11 17:17:00,2022-07-13 12:09:00,2.0,538,,2,2,On Time,e9183b68547e,0e32a59c0c8e,441xx,370xx,0,28,7,2022,441xx→370xx,fc2f98c6b522,500-1k
LTL,2022-07-11 17:17:00,2022-07-13 11:04:00,2.0,457,,2,2,On Time,6c3e01e886a6,0e32a59c0c8e,441xx,088xx,0,28,7,2022,441xx→088xx,ccc57190c87e,250-500
LTL,2022-07-11 17:17:00,2022-07-13 10:39:00,2.0,305,,2,2,On Time,b7304edebfbb,0e32a59c0c8e,441xx,226xx,0,28,7,2022,441xx→226xx,120b875371b5,250-500
LTL,2022-07-11 17:17:00,2022-07-13 10:39:00,2.0,380,,2,2,On Time,b00d94ac3b72,0e32a59c0c8e,441xx,196xx,0,28,7,2022,OH→PA,f8168e898540,250-500
LTL,2022-07-11 17:17:00,2022-07-13 10:24:00,2.0,434,,2,2,On Time,13d2e73d8fed,0e32a59c0c8e,441xx,080xx,0,28,7,2022,OH→NJ,0551bcbe663f,250-500
LTL,2022-07-11 17:17:00,2022-07-13 09:55:00,2.0,402,,2,2,On Time,d49a85659230,0e32a59c0c8e,441xx,244xx,0,28,7,2022,OH→VA,a459ac238dcb,250-500
LTL,2022-07-11 17:17:00,2022-07-12 16:23:00,1.0,133,,1,1,On Time,bf644669225c,0e32a59c0c8e,441xx,432xx,0,28,7,2022,441xx→432xx,4d9dec4c0466,100-250
LTL,2022-07-11 17:17:00,2022-07-12 12:42:00,1.0,349,,1,1,On Time,1d1ba2a514ff,0e32a59c0c8e,441xx,402xx,0,28,7,2022,441xx→402xx,7771d6d9785a,250-500
LTL,2022-07-11 17:17:00,2022-07-12 10:28:00,1.0,308,,1,1,On Time,e159cc1d83a2,0e32a59c0c8e,441xx,462xx,0,28,7,2022,441xx→462xx,d482c0bef388,250-500
LTL,2022-07-11 17:28:00,2022-07-12 15:27:00,1.0,265,,1,1,On Time,7b49556343bd,0e32a59c0c8e,770xx,750xx,0,28,7,2022,770xx→750xx,03f9cefb9472,250-500
Truckload,2022-07-11 17:30:00,2022-07-14 12:00:00,,1638,4.0,4,3,Delivered Early,e0bfed6534d4,f5f26adba0a6,750xx,898xx,0,28,7,2022,750xx→898xx,d93723bc9be8,1k-2k
LTL,2022-07-11 19:04:00,2022-07-21 09:46:00,2.0,834,,2,8,Late,9b85e8c0ed8d,cfd59abc9d4b,750xx,300xx,0,28,7,2022,750xx→300xx,7a6662aa8770,500-1k
LTL,2022-07-11 19:14:00,2022-07-12 14:55:00,1.0,66,,1,1,On Time,55dd4c2d9fea,0e32a59c0c8e,857xx,856xx,0,28,7,2022,857xx→856xx,5f8a2f330f6d,0-100
LTL,2022-07-11 20:45:00,2022-07-14 13:30:00,3.0,1120,,3,3,On Time,f3e73b35bc61,0e32a59c0c8e,750xx,437xx,0,28,7,2022,750xx→437xx,e90cad969646,1k-2k
LTL,2022-07-11 20:45:00,2022-07-13 13:55:00,2.0,624,,2,2,On Time,1278e5695d15,0e32a59c0c8e,750xx,630xx,0,28,7,2022,750xx→630xx,508360e92ddd,500-1k
LTL,2022-07-11 20:46:00,2022-07-13 13:49:00,2.0,999,,2,2,On Time,fcc61ba9cae7,0e32a59c0c8e,750xx,532xx,0,28,7,2022,750xx→532xx,c3a058c73a07,500-1k
LTL,2022-07-11 20:46:00,2022-07-13 13:16:00,2.0,844,,2,2,On Time,35edd79529a3,0e32a59c0c8e,750xx,402xx,0,28,7,2022,750xx→402xx,3ad6db8b095c,500-1k
LTL,2022-07-11 20:47:00,2022-07-15 12:57:00,4.0,1786,,4,4,On Time,da085ce61497,0e32a59c0c8e,750xx,959xx,0,28,7,2022,TX→CA,9e47fe9438d9,1k-2k
LTL,2022-07-11 20:47:00,2022-07-14 15:38:00,3.0,1049,,3,3,On Time,bab5754f153a,0e32a59c0c8e,750xx,253xx,0,28,7,2022,750xx→253xx,25655894d92e,1k-2k
LTL,2022-07-11 20:48:00,2022-07-13 14:15:00,3.0,981,,3,2,Delivered Early,68821a3e885c,0e32a59c0c8e,750xx,416xx,0,28,7,2022,750xx→416xx,d51f3f996d1a,500-1k
LTL,2022-07-11 20:48:00,2022-07-13 12:24:00,2.0,975,,2,2,On Time,d1feeb9edd5d,0e32a59c0c8e,750xx,857xx,0,28,7,2022,750xx→857xx,316d5cb5cb70,500-1k
LTL,2022-07-11 20:49:00,2022-07-14 10:15:00,3.0,1281,,3,3,On Time,c10a0f72f7e7,0e32a59c0c8e,750xx,278xx,0,28,7,2022,TX→NC,bc89d9fa5aa1,1k-2k
LTL,2022-07-11 20:49:00,2022-07-13 13:11:00,2.0,876,,2,2,On Time,216eebc43c6e,0e32a59c0c8e,750xx,874xx,0,28,7,2022,750xx→874xx,dbda9f649e43,500-1k
LTL,2022-07-11 22:47:00,2022-07-20 12:23:00,7.0,1947,,7,7,On Time,9db4278a18c7,0e32a59c0c8e,345xx,498xx,0,28,7,2022,UN→MW,37a12fc2ddc8,1k-2k
LTL,2022-07-12 00:47:00,2022-07-19 13:30:00,5.0,2319,,5,5,On Time,1041232f124a,0e32a59c0c8e,345xx,750xx,1,28,7,2022,UN→SO,ccbe0e27827f,2k+
LTL,2022-07-12 08:32:00,2022-07-14 13:15:00,2.0,573,,2,2,On Time,7a5e7cffb971,0e32a59c0c8e,172xx,407xx,1,28,7,2022,172xx→407xx,e6577b1e39e8,500-1k
LTL,2022-07-12 08:33:00,2022-07-18 16:22:00,4.0,2585,,4,4,On Time,dcc01d132cf4,0e32a59c0c8e,172xx,925xx,1,28,7,2022,172xx→925xx,400d9ef6fd85,2k+
LTL,2022-07-12 08:33:00,2022-07-14 13:46:00,2.0,426,,2,2,On Time,ce3d8ea4f36a,0e32a59c0c8e,172xx,282xx,1,28,7,2022,172xx→282xx,34c0bd89052d,250-500
LTL,2022-07-12 08:33:00,2022-07-14 12:56:00,3.0,766,,3,2,Delivered Early,25f13f407189,0e32a59c0c8e,172xx,628xx,1,28,7,2022,PA→IL,507da9d7a83f,500-1k
LTL,2022-07-12 08:34:00,2022-07-19 13:56:00,5.0,2659,,5,5,On Time,a9260e7656a5,0e32a59c0c8e,172xx,956xx,1,28,7,2022,172xx→956xx,c8be78fd3a60,2k+
LTL,2022-07-12 08:34:00,2022-07-18 13:33:00,4.0,2005,,4,4,On Time,1a5dd39194b8,0e32a59c0c8e,172xx,841xx,1,28,7,2022,172xx→841xx,0e8a611999fa,2k+
LTL,2022-07-12 08:34:00,2022-07-13 09:57:00,1.0,374,,1,1,On Time,61705d3c5b87,0e32a59c0c8e,172xx,010xx,1,28,7,2022,172xx→010xx,1e7ea4509550,250-500
LTL,2022-07-12 08:35:00,2022-07-20 14:32:00,4.0,1639,,4,6,Late,df8dca25c8f3,0e32a59c0c8e,172xx,827xx,1,28,7,2022,172xx→827xx,f9521066a94a,1k-2k
LTL,2022-07-12 08:35:00,2022-07-18 12:24:00,4.0,1876,,4,4,On Time,8cbd3414a31e,0e32a59c0c8e,172xx,591xx,1,28,7,2022,172xx→591xx,bccaba78bf1d,1k-2k
LTL,2022-07-12 08:35:00,2022-07-13 12:40:00,1.0,182,,1,1,On Time,ba201ed443b1,0e32a59c0c8e,172xx,230xx,1,28,7,2022,172xx→230xx,80fedfdaee21,100-250
LTL,2022-07-12 08:35:00,2022-07-13 11:33:00,1.0,132,,1,1,On Time,2ec4cc520950,0e32a59c0c8e,172xx,168xx,1,28,7,2022,PA→PA,331a788ed75f,100-250
LTL,2022-07-12 08:36:00,2022-07-19 13:56:00,5.0,2659,,5,5,On Time,1f5feb91099b,0e32a59c0c8e,172xx,956xx,1,28,7,2022,172xx→956xx,c8be78fd3a60,2k+
LTL,2022-07-12 08:36:00,2022-07-18 13:28:00,4.0,1601,,4,4,On Time,2884a64909eb,0e32a59c0c8e,172xx,805xx,1,28,7,2022,PA→CO,8d56debb41f7,1k-2k
LTL,2022-07-12 08:36:00,2022-07-14 13:00:00,3.0,435,,3,2,Delivered Early,e8cd76fd2822,0e32a59c0c8e,172xx,416xx,1,28,7,2022,172xx→416xx,3d3f0a0d6235,250-500
LTL,2022-07-12 09:47:00,2022-07-18 15:22:00,4.0,1369,,4,4,On Time,47b895307ad4,0e32a59c0c8e,515xx,750xx,1,28,7,2022,515xx→750xx,98d1018722b0,1k-2k
LTL,2022-07-12 10:48:00,2022-07-14 10:08:00,2.0,713,,2,2,On Time,a647fb7d5563,cfd59abc9d4b,750xx,362xx,1,28,7,2022,TX→AL,fbbfe9dc08c8,500-1k
LTL,2022-07-12 11:43:00,2022-07-20 10:35:00,2.0,697,,2,6,Late,a124882133a1,0e32a59c0c8e,010xx,272xx,1,28,7,2022,NE→SO,0c2adf0016c3,500-1k
Truckload,2022-07-12 12:00:00,2022-07-15 12:45:00,,1307,3.0,3,3,On Time,a60b39d3c54d,dbfc03065eae,441xx,770xx,1,28,7,2022,441xx→770xx,e1c226aff945,1k-2k
LTL,2022-07-12 12:56:00,2022-07-15 11:14:00,2.0,636,,2,3,Late,f40bf1b98877,de78ac80b8a6,032xx,441xx,1,28,7,2022,NE→MW,e5228fb2fa2c,500-1k
LTL,2022-07-12 14:11:00,2022-07-19 13:52:00,4.0,1566,,4,5,Late,fdef70e81d8e,5797a633da7c,937xx,750xx,1,28,7,2022,937xx→750xx,bd2410ffa0d6,1k-2k
LTL,2022-07-12 14:12:00,2022-07-18 13:27:00,5.0,2083,,5,4,Delivered Early,75858201c7da,0e32a59c0c8e,898xx,416xx,1,28,7,2022,898xx→416xx,7d4d67c7bf9b,2k+
Truckload,2022-07-12 14:30:00,2022-07-13 13:45:00,,792,2.0,2,1,Delivered Early,d157d4127683,dbfc03065eae,617xx,750xx,1,28,7,2022,617xx→750xx,fea9f01cb177,500-1k
LTL,2022-07-12 14:54:00,2022-07-14 12:09:00,2.0,593,,2,2,On Time,dd7e7a9ed3b4,0e32a59c0c8e,373xx,441xx,1,28,7,2022,TN→OH,ee6aa909d821,500-1k
LTL,2022-07-12 15:09:00,2022-07-20 15:53:00,6.0,2325,,6,6,On Time,6df9fbb9b398,de78ac80b8a6,441xx,982xx,1,28,7,2022,441xx→982xx,da84a2b7c769,2k+
LTL,2022-07-12 15:18:00,2022-07-13 12:45:00,1.0,164,,1,1,On Time,4d43f1d7dfea,de78ac80b8a6,191xx,172xx,1,28,7,2022,PA→PA,331a788ed75f,100-250
LTL,2022-07-12 15:41:00,2022-07-19 12:07:00,3.0,1131,,3,5,Late,4371fec55f36,d29d021b03f6,172xx,744xx,1,28,7,2022,172xx→744xx,1fc058d81ef8,1k-2k
LTL,2022-07-12 15:41:00,2022-07-14 13:21:00,3.0,1023,,3,2,Delivered Early,ed741d17243a,d29d021b03f6,172xx,720xx,1,28,7,2022,172xx→720xx,39f5c3f72dfd,1k-2k
LTL,2022-07-12 15:41:00,2022-07-13 13:10:00,1.0,136,,1,1,On Time,a22e65baa995,d29d021b03f6,172xx,195xx,1,28,7,2022,172xx→195xx,c886bf1cdfc6,100-250
LTL,2022-07-12 15:41:00,2022-07-13 11:39:00,1.0,149,,1,1,On Time,3615f7ff76b8,d29d021b03f6,172xx,157xx,1,28,7,2022,172xx→157xx,e5f89f3c05a2,100-250
LTL,2022-07-12 15:41:00,2022-07-13 09:27:00,1.0,71,,1,1,On Time,8102df1ce8e8,d29d021b03f6,172xx,171xx,1,28,7,2022,172xx→171xx,b4b5c7f5fb75,0-100
LTL,2022-07-12 15:42:00,2022-07-13 13:56:00,1.0,550,,1,1,On Time,cc9b379f7609,0e32a59c0c8e,806xx,591xx,1,28,7,2022,806xx→591xx,dc63bbe89c30,500-1k
LTL,2022-07-12 15:48:00,2022-07-13 13:00:00,1.0,154,,1,1,On Time,3df18d84fc72,cfd59abc9d4b,765xx,750xx,1,28,7,2022,765xx→750xx,45b1a5be6ac0,100-250
LTL,2022-07-12 16:00:00,2022-07-13 13:00:00,1.0,282,,1,1,On Time,b9c528b5be0d,cfd59abc9d4b,774xx,750xx,1,28,7,2022,774xx→750xx,bee7f5268768,250-500
LTL,2022-07-12 16:04:00,2022-07-14 12:22:00,3.0,1140,,3,2,Delivered Early,0045d0fc3e52,b8e932b33b01,544xx,809xx,1,28,7,2022,544xx→809xx,c5df813e58af,1k-2k
LTL,2022-07-12 16:04:00,2022-07-14 10:54:00,2.0,627,,2,2,On Time,9cf064b0696d,b8e932b33b01,544xx,441xx,1,28,7,2022,544xx→441xx,edda6970a7c9,500-1k
LTL,2022-07-12 16:29:00,2022-07-13 11:00:00,1.0,0,,1,1,On Time,c6f8756c8525,cfd59abc9d4b,765xx,750xx,1,28,7,2022,765xx→750xx,45b1a5be6ac0,0-100
LTL,2022-07-12 16:36:00,2022-07-18 09:14:00,2.0,619,,2,4,Late,1e20c4eeaf45,f3966ed1d22b,544xx,441xx,1,28,7,2022,544xx→441xx,edda6970a7c9,500-1k
LTL,2022-07-12 16:56:00,2022-07-15 16:32:00,1.0,131,,1,3,Late,deb6cf2a8d30,0e32a59c0c8e,857xx,853xx,1,28,7,2022,857xx→853xx,95dbe0f90037,100-250
LTL,2022-07-12 16:57:00,2022-07-14 13:06:00,3.0,550,,3,2,Delivered Early,fa4f43ae50a1,0e32a59c0c8e,857xx,874xx,1,28,7,2022,857xx→874xx,97ff3c564295,500-1k
LTL,2022-07-12 16:57:00,2022-07-13 13:04:00,3.0,235,,3,1,Delivered Early,f4ee23af87e0,0e32a59c0c8e,857xx,863xx,1,28,7,2022,AZ→AZ,e6dac46a7164,100-250
LTL,2022-07-12 16:58:00,2022-07-14 13:06:00,3.0,550,,3,2,Delivered Early,b8207ec514fb,0e32a59c0c8e,857xx,874xx,1,28,7,2022,857xx→874xx,97ff3c564295,500-1k
LTL,2022-07-12 17:29:00,2022-07-19 13:26:00,5.0,2149,,5,5,On Time,f94b2cf03abe,0e32a59c0c8e,857xx,172xx,1,28,7,2022,857xx→172xx,f6c14048a7eb,2k+
LTL,2022-07-12 17:29:00,2022-07-13 13:23:00,1.0,96,,1,1,On Time,5d50f5fa0301,0e32a59c0c8e,857xx,852xx,1,28,7,2022,857xx→852xx,a5230608b4da,0-100
LTL,2022-07-12 17:42:00,2022-07-18 11:31:00,4.0,1727,,4,4,On Time,dd8bad8f3bc7,0e32a59c0c8e,441xx,841xx,1,28,7,2022,441xx→841xx,953b4535398a,1k-2k
LTL,2022-07-12 17:42:00,2022-07-14 10:47:00,2.0,557,,2,2,On Time,26a2cad36477,0e32a59c0c8e,441xx,630xx,1,28,7,2022,441xx→630xx,d61f979cfbfe,500-1k
LTL,2022-07-12 17:43:00,2022-07-14 13:40:00,2.0,741,,2,2,On Time,adecefa8acaa,0e32a59c0c8e,441xx,300xx,1,28,7,2022,441xx→300xx,4767e6c1118e,500-1k
LTL,2022-07-12 17:43:00,2022-07-14 08:55:00,2.0,611,,2,2,On Time,71ad22c09b31,0e32a59c0c8e,441xx,307xx,1,28,7,2022,441xx→307xx,593d9355a6f8,500-1k
LTL,2022-07-12 17:44:00,2022-07-15 13:54:00,4.0,1380,,4,3,Delivered Early,a06779d08d56,0e32a59c0c8e,441xx,787xx,1,28,7,2022,441xx→787xx,fc7934e6e4aa,1k-2k
LTL,2022-07-12 17:44:00,2022-07-14 12:37:00,2.0,610,,2,2,On Time,8de4a51b87d3,0e32a59c0c8e,441xx,374xx,1,28,7,2022,441xx→374xx,c6b526552eeb,500-1k
LTL,2022-07-12 17:44:00,2022-07-14 11:51:00,2.0,447,,2,2,On Time,276c9c48e333,0e32a59c0c8e,441xx,230xx,1,28,7,2022,441xx→230xx,1169ce3f2edd,250-500
LTL,2022-07-12 17:45:00,2022-07-15 10:59:00,2.0,368,,2,3,Late,6cf71971efd7,0e32a59c0c8e,441xx,175xx,1,28,7,2022,441xx→175xx,254695ea1df7,250-500
LTL,2022-07-12 17:45:00,2022-07-14 14:07:00,2.0,717,,2,2,On Time,d9c7f3c28108,0e32a59c0c8e,441xx,305xx,1,28,7,2022,441xx→305xx,0659593b2dd7,500-1k
LTL,2022-07-12 17:47:00,2022-07-15 13:26:00,2.0,773,,2,3,Late,74b5087f934d,0e32a59c0c8e,441xx,553xx,1,28,7,2022,OH→MN,1b280ea7d832,500-1k
LTL,2022-07-12 17:49:00,2022-07-20 09:02:00,7.0,2484,,7,6,Delivered Early,809b1bc3ffff,0e32a59c0c8e,441xx,953xx,1,28,7,2022,OH→CA,5c2e02de7609,2k+
LTL,2022-07-12 17:49:00,2022-07-15 12:48:00,4.0,1370,,4,3,Delivered Early,5cd2cc94552e,0e32a59c0c8e,441xx,786xx,1,28,7,2022,441xx→786xx,927a1e7f7b38,1k-2k
LTL,2022-07-12 17:50:00,2022-07-14 12:48:00,2.0,219,,2,2,On Time,505d4c21f56a,0e32a59c0c8e,441xx,140xx,1,28,7,2022,441xx→140xx,1cfc6c0a190e,100-250
LTL,2022-07-12 17:51:00,2022-07-14 11:18:00,2.0,473,,2,2,On Time,3eb6608bae99,0e32a59c0c8e,441xx,105xx,1,28,7,2022,441xx→105xx,49c70136deaa,250-500
LTL,2022-07-12 17:52:00,2022-07-15 12:14:00,4.0,1367,,4,3,Delivered Early,a4f0615e5d02,0e32a59c0c8e,441xx,786xx,1,28,7,2022,441xx→786xx,927a1e7f7b38,1k-2k
LTL,2022-07-12 17:52:00,2022-07-14 08:34:00,2.0,538,,2,2,On Time,37460b262d93,0e32a59c0c8e,441xx,370xx,1,28,7,2022,441xx→370xx,fc2f98c6b522,500-1k
LTL,2022-07-12 17:53:00,2022-07-19 14:00:00,5.0,1957,,5,5,On Time,d9e9e6532d53,0e32a59c0c8e,441xx,847xx,1,28,7,2022,OH→UT,071b87f0b1f1,1k-2k
LTL,2022-07-12 17:54:00,2022-07-14 14:07:00,2.0,641,,2,2,On Time,079bd528d005,0e32a59c0c8e,441xx,027xx,1,28,7,2022,OH→MA,28dcecbe0fcb,500-1k
LTL,2022-07-12 17:55:00,2022-07-13 09:50:00,1.0,320,,1,1,On Time,cd7e95c3e9a1,0e32a59c0c8e,441xx,170xx,1,28,7,2022,441xx→170xx,07f9f82b870b,250-500
LTL,2022-07-12 17:56:00,2022-07-14 09:53:00,2.0,559,,2,2,On Time,6c61beb36105,0e32a59c0c8e,441xx,541xx,1,28,7,2022,441xx→541xx,d4459d317731,500-1k
LTL,2022-07-12 18:10:00,2022-07-13 13:48:00,1.0,242,,1,1,On Time,e0ccf712a72b,0e32a59c0c8e,898xx,840xx,1,28,7,2022,898xx→840xx,ad56fb66c4b9,100-250
LTL,2022-07-12 18:56:00,2022-07-18 10:37:00,2.0,722,,2,4,Late,91e8b34d13ea,0e32a59c0c8e,172xx,532xx,1,28,7,2022,172xx→532xx,0a1e0897f4a2,500-1k
LTL,2022-07-12 18:57:00,2022-07-15 14:11:00,2.0,555,,2,3,Late,79c490b66ba9,0e32a59c0c8e,172xx,402xx,1,28,7,2022,PA→KY,a47019a56173,500-1k
LTL,2022-07-12 18:58:00,2022-07-15 10:19:00,3.0,1516,,3,3,On Time,63199ab36bfd,0e32a59c0c8e,172xx,786xx,1,28,7,2022,172xx→786xx,22b139d77d8b,1k-2k
LTL,2022-07-12 18:59:00,2022-07-15 11:16:00,2.0,662,,2,3,Late,9e5bcfdbc391,0e32a59c0c8e,172xx,476xx,1,28,7,2022,172xx→476xx,ea85d9d5f398,500-1k
LTL,2022-07-12 19:00:00,2022-07-18 10:58:00,1.0,123,,1,4,Late,43a473c71507,0e32a59c0c8e,172xx,195xx,1,28,7,2022,172xx→195xx,c886bf1cdfc6,100-250
LTL,2022-07-12 19:00:00,2022-07-15 13:31:00,2.0,674,,2,3,Late,bbd78b179df1,0e32a59c0c8e,172xx,370xx,1,28,7,2022,172xx→370xx,2c7577221201,500-1k
LTL,2022-07-12 19:01:00,2022-07-18 13:27:00,3.0,853,,3,4,Late,9f50b74135b4,0e32a59c0c8e,172xx,524xx,1,28,7,2022,172xx→524xx,af86922cc6b1,500-1k
LTL,2022-07-12 19:38:00,2022-07-15 11:52:00,2.0,658,,2,3,Late,ea7859b78b98,cfd59abc9d4b,750xx,799xx,1,28,7,2022,750xx→799xx,30f2f9812b4f,500-1k
LTL,2022-07-12 19:38:00,2022-07-14 14:24:00,2.0,723,,2,2,On Time,41d7823794aa,cfd59abc9d4b,750xx,368xx,1,28,7,2022,TX→AL,fbbfe9dc08c8,500-1k
LTL,2022-07-12 19:38:00,2022-07-14 11:12:00,3.0,1330,,3,2,Delivered Early,51fd1a59e398,cfd59abc9d4b,750xx,331xx,1,28,7,2022,750xx→331xx,0cc9339fa45f,1k-2k
LTL,2022-07-12 19:38:00,2022-07-14 09:34:00,2.0,858,,2,2,On Time,ff3d745518b7,cfd59abc9d4b,750xx,373xx,1,28,7,2022,TX→TN,80333c071700,500-1k
LTL,2022-07-12 19:38:00,2022-07-14 09:21:00,2.0,789,,2,2,On Time,08f2f281d142,cfd59abc9d4b,750xx,301xx,1,28,7,2022,750xx→301xx,9802ba0383f6,500-1k
LTL,2022-07-12 19:38:00,2022-07-13 13:41:00,1.0,348,,1,1,On Time,0dd1d2ab4e4c,cfd59abc9d4b,750xx,720xx,1,28,7,2022,750xx→720xx,fcf84b0df63e,250-500
LTL,2022-07-12 20:24:00,2022-08-12 12:20:00,3.0,1049,,3,23,Late,757b76a987d6,0e32a59c0c8e,750xx,253xx,1,28,7,2022,750xx→253xx,25655894d92e,1k-2k
LTL,2022-07-12 20:24:00,2022-07-19 13:49:00,4.0,1286,,4,5,Late,4627f19fc949,0e32a59c0c8e,750xx,498xx,1,28,7,2022,750xx→498xx,5ffe630e7534,1k-2k
LTL,2022-07-12 20:25:00,2022-07-21 11:40:00,4.0,1065,,4,7,Late,69e893f3b1e9,0e32a59c0c8e,750xx,577xx,1,28,7,2022,750xx→577xx,3cad7c5fab4a,1k-2k
LTL,2022-07-12 20:41:00,2022-07-15 14:53:00,3.0,1325,,3,3,On Time,88c9e21b756e,0e32a59c0c8e,750xx,157xx,1,28,7,2022,750xx→157xx,5a6fb418476f,1k-2k
LTL,2022-07-12 20:42:00,2022-07-14 13:46:00,2.0,1044,,2,2,On Time,422e278ef565,0e32a59c0c8e,750xx,282xx,1,28,7,2022,750xx→282xx,4a21ca336a3f,1k-2k
LTL,2022-07-12 20:42:00,2022-07-14 09:58:00,1.0,210,,1,2,Late,b357dc617d42,0e32a59c0c8e,750xx,786xx,1,28,7,2022,750xx→786xx,1fbad45c0c42,100-250
LTL,2022-07-12 20:43:00,2022-07-18 17:49:00,4.0,1734,,4,4,On Time,f01211dac5bd,0e32a59c0c8e,750xx,956xx,1,28,7,2022,750xx→956xx,41f3ea53e264,1k-2k
LTL,2022-07-12 20:43:00,2022-07-14 13:35:00,2.0,655,,2,2,On Time,2f56662bfb4d,0e32a59c0c8e,750xx,352xx,1,28,7,2022,750xx→352xx,562c7823a0a6,500-1k
LTL,2022-07-12 20:44:00,2022-07-18 12:28:00,4.0,1810,,4,4,On Time,d516c1dfd27b,0e32a59c0c8e,750xx,032xx,1,28,7,2022,750xx→032xx,04dcf79c3b18,1k-2k
LTL,2022-07-12 20:45:00,2022-07-14 13:50:00,2.0,863,,2,2,On Time,90ac94671e77,0e32a59c0c8e,750xx,612xx,1,28,7,2022,750xx→612xx,7d6449284d74,500-1k
LTL,2022-07-12 20:45:00,2022-07-14 11:05:00,3.0,1389,,3,2,Delivered Early,a7093c66d771,0e32a59c0c8e,750xx,171xx,1,28,7,2022,750xx→171xx,7d97bd9a7e41,1k-2k
